,category,headline,authors,link,short_description,date
1524,POLITICS,Hillary Clinton Refuses To Take A Position On The Keystone Pipeline,"Tim McDonnell, Mother Jones",https://www.huffingtonpost.com/entry/hillary-clinton-refuses-to-take-a-position-on-the-keystone-pipeline_us_55b6787be4b0074ba5a57c48,This story was originally published by Mother Jones and is reproduced here as part of the Climate Desk collaboration. Hillary,
1525,POLITICS,,"The American Prospect, ContributorLiberal Intelligence",https://www.huffingtonpost.com/entry/making-an-america-worthy-of-the-dreamers-dreams_us_59b31379e4b0bef3378ce018,"Being ""great"" means honoring our national promises.",2017-09-08
1526,POLITICS,Americans Are Gravely Mistaken About The 'Death Tax',Arthur Delaney,https://www.huffingtonpost.com/entry/trump-death-tax_us_59e7b1b5e4b00905bdae7e01,The estate tax only applies to the richest 0.2 percent of households.,2017-10-19
1527,STYLE,Emma Watson Wore A Subtle 'Beauty And The Beast' Tribute On The Red Carpet,Jamie Feldman,https://www.huffingtonpost.com/entry/emma-watson-beauty-and-the-beast_us_58b97992e4b0b9989416cd79,All the looks are enchanting.,2017-03-03
1528,STYLE,Kate Middleton Is Rocking A New Hairdo In Time For A Summer Trip,Doha Madani,https://www.huffingtonpost.com/entry/kate-middleton-new-hairdo-wimbledon_us_595a87b8e4b0da2c7324f21c,"The royal was spotted with a shorter, wavy style at Wimbledon.",2017-07-03
1529,POLITICS,Vermont Governor Vetoes Marijuana Legalization Bill,Matt Ferner,https://www.huffingtonpost.com/entry/vermont-marijuana-legalization_us_5925af50e4b0650cc0210f3f,But he's suggesting some changes that could give the measure a path forward this summer.,2017-05-24
1530,POLITICS,San Francisco Could Become The First U.S. City With Safe Injection Sites For Drug Users,Antonia Blumberg,https://www.huffingtonpost.com/entry/san-francisco-safe-injection-sites_us_5a7b4494e4b0c6726e0ea459,"The facilities could open as soon as this summer, city officials say.",2018-02-07
1531,POLITICS,Mobile Clinics Assume Greater Role In Preventive Care,"Stateline, ContributorStateline provides daily reporting and analysis on trends in s...",https://www.huffingtonpost.com/entry/mobile-clinics-assume-greater-role-in-preventive-care_us_59de1ea2e4b0b992a8214852,Stateline home page Sign up for exclusive state policy reporting and research   ‘Million-Dollar Patients’ Dr. Anthony Vavasis,2017-10-11
1532,POLITICS,Hardly anybody wants to speak at Trump's convention,,https://www.huffingtonpost.comhttp://www.politico.com/story/2016/06/hardly-anybody-wants-to-speak-at-trumps-convention-224815,A slot at the GOP convention used to be a career-maker — a chance to make your name on the big stage and to catch the eye,2016-06-27
1533,POLITICS,The Threat Of A Right-Wing Supreme Court: Analyzing Trump's Prospective Justices,"Marjorie Cohn, ContributorProfessor Emerita at Thomas Jefferson School of Law",https://www.huffingtonpost.com/entry/the-threat-of-a-right-wing-supreme-court-analyzing_us_580b7932e4b0f8715789fb3a,"As the media focuses on Donald Trump’s sexually predatory behavior and Hillary Clinton’s Wall Street speeches, the future",2016-10-22
1534,POLITICS,Obama Gave Chance The Rapper This Career Advice,Amber Ferguson,https://www.huffingtonpost.com/entry/chance-the-rapper-barack-obama_us_57bdd355e4b0287a6e732a9b,"""Even if he wasn’t president, if his ass worked at, like, Red Lobster, he'd be just a good man working at Red Lobster.”",2016-08-24
1535,POLITICS,Trump Refuses To Play GOP Ball,,https://www.huffingtonpost.comhttp://www.realclearpolitics.com/articles/2016/06/07/going_rogue_trumps_refusal_to_play_gop_ball.html,Republican Party leaders hoped that Donald Trump would seize the window of time between the end of the primary and the start,2016-06-07
1536,STYLE,Naomie Harris' Amazing Cheap Find... That You Can Buy RIGHT NOW,Michelle Persad,https://www.huffingtonpost.com/entry/cheap-celeb-find_n_5850144.html,,2014-09-20
1537,POLITICS,The Senate And The House Begin Their Debt Limit Dance,Laura Barrón-López,https://www.huffingtonpost.com/entry/senate-house-debt-limit_us_562688f9e4b08589ef493a7e,The U.S. will default on its debts on Nov. 3 if Congress doesn't take action.,2015-10-20
1538,POLITICS,Ivanka Trump Linked To Fraudster In Trump Panama Resort Project,"Ned Parker, Stephen Grey, Stefanie Eschenbacher, Roman Anin, Brad Brooks and Christine Murray, Reuters",https://www.huffingtonpost.com/entry/ivanka-panama-hotel-fugitive_us_5a0f86f2e4b0dd63b1aa7322,Ivanka Trump helped a fugitive become the leading broker on the Trump Ocean Club International Hotel and Tower.,2017-11-18
1539,POLITICS,How the Internet Was Saved... and Why the Battle Continues,"Victor Pickard, ContributorAssociate Professor, University of Pennsylvania’s Annenberg Sc...",https://www.huffingtonpost.com/entry/how-the-internet-was-saved_b_6794984.html,"The battle continues. The history of media reform tells us that if we ignore core systemic problems like the power of monopolies and the lack of structural diversity, important protections like net neutrality can be short-lived.",2015-03-04
1540,POLITICS,GOP Rep. Bruce Westerman Wins Race Against Clinton Official,Mollie Reilly,https://www.huffingtonpost.com/entry/bruce-westerman-midterm-election-results_n_5819758.html,,2014-11-05
1541,POLITICS,Donald Trump Jokes About Firing Tom Price If GOP Repeal Effort Fails,Mollie Reilly,https://www.huffingtonpost.com/entry/donald-trump-tom-price_us_597678ebe4b0e201d5776af2,He said he wouldn't talk about politics at the Boy Scout event. (Then he did.),2017-07-24
1542,STYLE,Beyonce Steps Out In Yet Another Affordable Look,Michelle Persad,https://www.huffingtonpost.com/entry/cheap-celeb-finds_n_6122234.html,,2014-11-08
1543,STYLE,The Accessories At PFW Were On Fleek,Michelle Persad,https://www.huffingtonpost.com/entry/street-style-paris-fashion-week_n_6857082.html,,2015-03-14
1544,STYLE,Kim K's Look At The VMAs Is Her Freshest Yet,Jamie Feldman,https://www.huffingtonpost.com/entry/kim-kardashian-vmas-2016_us_57c3689ee4b085c1ff29d98e,Literally.,2016-08-29
1545,POLITICS,What You Owe Your Military,"Tom Young, ContributorNovelist, journalist, Iraq and Afghanistan veteran, retired Ai...",https://www.huffingtonpost.com/entry/what-you-owe-your-militar_b_6046442.html,"Do you want to support the troops? I mean truly support the troops; the yellow-ribbon magnet on your car doesn't count. If you do, ask yourself a question when you go to the polls: Which candidate takes war seriously enough to take a stand?",2014-10-25
1546,POLITICS,George W. Bush's Poncho Struggle Sparks The Photoshop Battle It Deserves,Lee Moran,https://www.huffingtonpost.com/entry/george-w-bush-poncho-photoshop-battle_us_58833d20e4b0e3a735693009,Too many LOLs.,2017-01-21
1547,STYLE,5 Things That Will Probably Happen On Your Next Road Trip -- and How to Prepare for Them,"Susan Gregg Koger, ContributorCo-Founder & Chief Creative Officer, ModCloth",https://www.huffingtonpost.com/entry/5-things-that-will-probab_b_5353719.html,,2014-05-19
1548,STYLE,Serena Williams Is A Vision Of Glamour In Dress With A Thigh-High Slit,Carly Ledbetter,https://www.huffingtonpost.com/entry/serena-williams-burberry_us_590a0f35e4b05c3976857eb5,"We ""love all"" of this look 🎾",2017-05-03
1549,POLITICS,Joe Lieberman Slated To Introduce Trump's Pick For Education Secretary,Dave Jamieson and Ryan Grim,https://www.huffingtonpost.com/entry/joe-lieberman-betsy-devos_us_587cfa15e4b0e58057ffa361,"The former independent senator sits on the board of an education group funded by Betsy DeVos, Trump's anti-union education nominee.",2017-01-16
1550,STYLE,The Best Places To Buy Plus-Size Jewelry On The Internet,Jamie Feldman,https://www.huffingtonpost.com/entry/plus-size-jewelry_us_5967bdb6e4b0174186261aae,"Yes, it exists. And yes, it's gorgeous.",2017-07-13
1551,POLITICS,White House Puts In $500 Million More To Help Poor Countries Fight Climate Change,Nick Visser,https://www.huffingtonpost.com/entry/obama-green-climate-fund_us_587ebd34e4b0c147f0bbcdee,The Green Climate Fund deposit comes just three days before Trump's inauguration.,2017-01-18
1552,POLITICS,HUFFPOLLSTER: Very Few Americans Are Satisfied With How Things Are Going In The Country,Natalie Jackson and Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/very-few-americans-are-satisfied_us_57920b15e4b00c9876cef254,Satisfaction is at its lowest since the government shutdown in 2013.,2016-07-22
1553,POLITICS,Up Close and Personal With George W. Bush's Horrifying Legacy,"Robert Scheer, ContributorEditor, Truthdig.com; Author, 'They Know Everything About You'",https://www.huffingtonpost.com/entry/up-close-and-personal-wit_b_5506092.html,"The Iraq disaster remains George W. Bush's enduring folly, and the Republican attempt to shift the blame to the Obama presidency is obscene nonsense. This was, and will always be, viewed properly as Bush's quagmire, a murderous killing field based on blatant lies.",2014-06-18
1554,POLITICS,Dems Raise Alarm About What Trumpcare Could Cost 7 Million Vets,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/dems-alarmed-trumpcare-veterans_us_590b7a28e4b0e7021e95b2d5,"Republicans are offering ""a half-baked promise"" to maintain veterans' tax credits, Sen. Tammy Duckworth (D-Ill.) said.",2017-05-04
1555,POLITICS,GOP Lawmaker: Gay Rep. Should Have Stayed In The Closet,Alana Horowitz Satlin,https://www.huffingtonpost.com/entry/mike-fleck-gay-election_n_5392039.html,,2014-05-26
1556,POLITICS,Kim Davis: I Respect Her,"Richard Abrons, ContributorPlaywright, award-winning short-story writer, and director of ...",https://www.huffingtonpost.com/entry/kim-davis-i-respect-her_b_8091626.html,,2015-09-05
1557,POLITICS,"Guns And KKK Members At Gettysburg Confederate Rally, But No Foes To Fight",Christopher Mathias and Andy Campbell,https://www.huffingtonpost.com/entry/gettysburg-confederate-rally-kkk-antifa_us_59592bd8e4b05c37bb7f0ca4,"The anti-fascists never came, but pro-Confederate protesters at the Civil War battlefield were still angry, and heavily armed.",2017-07-02
1558,POLITICS,The People Who Know How To Actually Rig An Election Say Trump Is Wrong,Sam Stein,https://www.huffingtonpost.com/entry/donald-trump-election-rigged_us_580548c8e4b0dd54ce34b492,"""The stuff he is talking about, it is ridiculous.""",2016-10-17
1559,POLITICS,Montana Shows Democrats Still Clueless On How To Beat Trump,"Earl Ofari Hutchinson, ContributorEarl Ofari Hutchinson is an author and political analyst",https://www.huffingtonpost.com/entry/montana-shows-democrats-still-clueless-on-how-to-beat_us_59285fb7e4b0a7b7b469ca06,Democrats should know better than to rely on GOP candidates shooting themselves in the foot.,2017-05-26
1560,POLITICS,Russia Made The Difference In The Election,"Lincoln Mitchell, ContributorWriter, pundit, analyst and kibitzer. For more about me, visit...",https://www.huffingtonpost.com/entry/russia-made-the-differenc_b_14034868.html,"While more information may come out, the basic gist of the story is clear, and the unwillingness of the Republican Party, who are the ones with power in Washington now to do anything about it, is also apparent.",2017-01-08
1561,POLITICS,"Dogs, Debris And Satan At Oklahoma Capitol",,https://www.huffingtonpost.com/entry/oklahoma-capitol_n_5536437.html,,2014-06-27
1562,POLITICS,"RNC Announces New, Vastly Less Insane Primary Debate Schedule",Jason Linkins,https://www.huffingtonpost.com/entry/rnc-debate-schedule_n_6489772.html,,2015-01-16
1563,POLITICS,"New Trump, Old Bottles","John Feffer, ContributorDirector, Foreign Policy In Focus; Author, 'Aftershock: A Jour...",https://www.huffingtonpost.com/entry/new-trump-old-bottles_us_58f416b1e4b048372700d992,It didn’t take long for Donald Trump to discover that U.S. foreign policy is about as easy to turn around as a warship in,2017-04-17
1564,STYLE,Kick Start Your Wardrobe With This Season With Four Must-Have Boots,"Zoey Gulmi, ContributorEntrepreneur, Philanthropist, Brand Architect, Founder of Styl...",https://www.huffingtonpost.com/entry/kick-start-your-wardrobe-_b_6118552.html,"The temperature may be cooling down, but fall footwear is heating up -- and the best way to update your look is by making sure you're a stylish step ahead of the competition in some new on trend boots!",2014-11-07
1565,POLITICS,Six Black Politicians You Probably Didn't Learn About In School,Julia Craven,https://www.huffingtonpost.com/entry/unknown-black-politicians_n_6633140.html,,2015-02-07
1566,POLITICS,"The Joker Reading A Trump Tweet Is Terrifying. Thanks, Mark Hamill!",Nina Golgowski,https://www.huffingtonpost.com/entry/mark-hamill-the-joker-reads-trump-tweet_us_58726a33e4b099cdb0fd84ec,"""Nobody writes better super-villain dialogue than Trumputin!""",2017-01-08
1567,POLITICS,The Growing Right Arm of For-Profit Prisons,"Mona Shattell, Contributornurse researcher",https://www.huffingtonpost.com/entry/the-growing-right-arm-of-_b_6956904.html,"Sentencing reform will reduce prison populations, but privately run post-release housing, mental health care, and substance abuse treatment programs will not be affected by these measures.",2015-03-27
1568,POLITICS,Rep. Chris Van Hollen Should Sign the Pro-Diplomacy Letter,"Lt. General Robert G. Gard Jr. (USA, Ret.), Contributor31-year veteran of the U.S. Army",https://www.huffingtonpost.com/entry/rep-chris-van-hollen-should-sign_b_7183122.html,"President Obama said that he would sign the bill that was passed unanimously by the SFRC last week.  Unfortunately, several Republicans are trying to make use of this bill to derail the negotiations with Iran and kill a final agreement.",2015-05-01
1569,POLITICS,The Anti-Muslim Extremists Steve Bannon Thinks Are Experts On Islam,Christopher Mathias,https://www.huffingtonpost.com/entry/anti-muslim-hate-groups-steve-bannon_us_582b1cf0e4b0c4b63b0e70c3,"They're not, at all.",2016-11-15
1570,POLITICS,"Late Shift In Key States Helped Elect Trump, Report Finds",Ariel Edwards-Levy and Grace Sparks,https://www.huffingtonpost.com/entry/late-shift-in-key-states-helped-elect-trump-report-finds_us_590c69bfe4b0e7021e96d651,Voters who made up their minds in the final week helped to throw off swing state polls.,2017-05-05
1571,STYLE,Here's Proof That Everyone in Fashion Loves To Instagram Coffee,Megan Mayer,https://www.huffingtonpost.com/entry/fashion-instagram-fall-coffee_n_5928210.html,,2014-10-05
