category,text,sentence_length
POLITICS,larry wilmore throw serious shade brian williams medium ouch,9
STYLE,makeup artist recreated beyoncés pregnancy shoot lip bow masterpiece,9
STYLE,lady gaga close new york fashion week major cameo met load applause applause applause,14
POLITICS,california lawmaker vote end tampon tax bill would eliminate sale tax menstrual product saving woman estimated million annually,18
STYLE,online dating easy way fill date card guy increase chance response percent send email best time woman send email message pm pm,22
POLITICS,u special counsel file new charge trump former campaign aide latest indictment includes allegation wrongdoing recently january,17
STYLE,edible chocolate manicure much weve reached peak bizarre nail art people,11
POLITICS,republican refusing back donald trump said would vote hillary clinton instead,11
STYLE,year later bet still cant tell olsen twin apart come know better,12
POLITICS,saudi arabia uae donate million women’s fund proposed ivanka trump last year donald trump attacked clinton foundation country donated,19
POLITICS,rewriting nafta serious implication beyond trade jessica trisko darden american university school international service president donald j trump called north,20
POLITICS,farright activist thrown courthouse pulse nightclub trial activist laura loomer harassed relative shooter widow question jihad easter egg,18
POLITICS,nra making bank urban gun violence new documentary put powerful gun lobby crosshairs,13
POLITICS,politician condemn hate violence wake white supremacist rally unite right rally charlottesville virginia led violent clash,16
POLITICS,donald trump hillary clinton already sound like theyre running candidate attacked directly super tuesday,14
POLITICS,border patrol violence must stop jessica cooke shocking treatment sadly symptomatic pattern border patrol violence internet victimizing people question excessively harassed daily activity course every incident caught camera,28
STYLE,fashion diversity report weve still got lot work need aery world,11
STYLE,everlane sale give customer option pay want there eyeopening catch,10
STYLE,mango lesserknown version favorite store youre sick seeing coming going,10
STYLE,bad beard day happen here handle keep whisker soft clean,10
STYLE,truth dark circle deal let put tiredlooking eye bed good,10
POLITICS,here tell hillary clinton keep promise trade battle direction clinton administration,11
POLITICS,bureaucracy va mismanagement problem rather symptom bigger problem really need find way instill accountability federal bureaucracy,16
STYLE,holiday party look arent dress take dress dressing,8
POLITICS,megyn kelly election show woman ‘a long way go’ “there tolerance considerable level sexism”,14
STYLE,carol burnett wore uggs sag award red carpet yes queen,10
POLITICS,woman love donald trump say get bad rap medium never felt women”,12
POLITICS,democrat quarantined debbie wasserman schultz cut dnc speech pressure resign look like end arrived democratic party chairwoman debbie wasserman shultz cnn report,22
POLITICS,trump’s historic medicaid shift go beyond work requirement new requirement likely cause many medicaid beneficiary removed roll,17
POLITICS,difference barack hillary thomas friedman jeffrey goldberg two wellrespected widely read foreign policy journalist struck goldmine weekend two veteran landed exclusive oneonone interview america two famous politician,27
POLITICS,boehner downplays gop insurrection republican leader doesnt seem worried dissent rank,11
POLITICS,antimuslim hate crime spiking u donald trump wont speak “it president duty repudiate bias,14
POLITICS,obamas introduced sunny world three year ago happy anniversary sunny,10
POLITICS,banner plane urge chris christie get hell nj beach new jersey governor gave message beachgoers hurricane irene approached,18
POLITICS,bernie sander made jewish history yet one seems kvelling new hampshire jew yes exist arent even talking,17
POLITICS,heal wound left trump corrosive campaign election need collective effort bind wound address division caused polarizing campaign,17
POLITICS,bill clinton zing trump administration alec baldwin roast wouldnt know alternative fact hit face,14
POLITICS,here nyc correction could change rikers island shuts rikers island th century solution st century problem,16
POLITICS,alabama victory could game changer democrat minority woman besides pakistan two country always politically interested india u decade,18
POLITICS,civil right group rip senate bill revising sexual harassment policy bill would let lawmaker hide past offense punished severe pervasive harassment aclu said,23
POLITICS,orrin hatch reportedly apologizes rob porter exwives senator employed porter explained defended domestic abuse allegation,15
STYLE,laundry list read relive love weekend lifestyle link catch dryer cycle,11
